anchor_cat,positive_cat,negative_cat
n03016953,n03742115,n03770679
n03314780,n01917289,n03764736
n13133613,n03372029,n02086240
n01833805,n01694178,n02095570
n07920052,n01985128,n03345487
n03876231,n02105505,n02281406
n02097474,n04344873,n03394916
n02114712,n03047690,n03314780
n02870880,n04462240,n02107908
n01514668,n01796340,n03347037
n03445924,n03676483,n04366367
n03769881,n03372029,n02100735
n02364673,n02105505,n04179913
n04380533,n02395406,n03063689
n04326547,n02093754,n02342885
n04090263,n03461385,n01558993
n01930112,n02769748,n03661043
n03590841,n04347754,n03838899
n02422106,n03888605,n03297495
n03843555,n04208210,n07613480
n04536866,n02231487,n03344393
n04507155,n02910353,n02086240
n02281406,n02701002,n03216828
n02895154,n02690373,n01630670
n04367480,n02834397,n01484850
n02091467,n03633091,n02018207
n02124075,n02787622,n07747607
n03673027,n03384352,n02110806
n03179701,n02992529,n02492660
n02488291,n02115913,n07579787
n01796340,n07932039,n09332890
n02096294,n03710721,n04366367
n04456115,n02391049,n04542943
n02090379,n01729977,n13133613
n02892767,n04548362,n03207941
n04081281,n02769748,n07802026
n02094433,n03743016,n03532672
n04589890,n03991062,n01986214
n01980166,n03124043,n03630383
n09468604,n02281787,n03662601
n03532672,n01582220,n02802426
n03065424,n04009552,n02092339
n03706229,n03220513,n02167151
n02097047,n02093859,n02894605
n03895866,n01630670,n03908714
n01753488,n03710721,n03494278
n02102973,n02115913,n03717622
n03424325,n01695060,n03032252
n02087394,n03124170,n04417672
n02168699,n03259280,n03223299
n04540053,n02094258,n03998194
n03884397,n04517823,n01817953
n04254680,n02510455,n04239074
n06874185,n01784675,n02119789
n03868863,n02837789,n04380533
n02497673,n03534580,n02099712
n03992509,n01985128,n03133878
n02125311,n03290653,n07718472
n03792972,n03393912,n02093991
n09399592,n02115913,n04118776
n04442312,n03658185,n01795545
n02655020,n03424325,n03916031
n12620546,n02487347,n04209133
n02437616,n04235860,n02138441
n07749582,n07920052,n03642806
n02033041,n02843684,n13054560
n03344393,n03485794,n03662601
n03691459,n03854065,n03998194
n04209133,n02133161,n04447861
n03706229,n03920288,n01698640
n07892512,n03924679,n02444819
n03794056,n03691459,n03452741
n07836838,n07695742,n02105056
n03995372,n03888605,n04004767
n04442312,n02410509,n04286575
n02977058,n04367480,n09332890
n01820546,n02102040,n07753113
n02256656,n01784675,n03461385
n04409515,n02643566,n03457902
n04465501,n03976467,n04041544
n02777292,n03047690,n03733805
n02488702,n03840681,n01797886
n02168699,n13044778,n03924679
n03717622,n04141076,n02096177
n03017168,n04350905,n02129165
n02105505,n02488291,n03983396
n03876231,n01773549,n02090622
n02443114,n03208938,n03661043
n02807133,n04536866,n02977058
n02317335,n03837869,n04604644
n01855032,n04023962,n04429376
n06794110,n01494475,n04008634
n02086646,n01770393,n02033041
n01739381,n01955084,n03452741
n02058221,n03535780,n02085936
n01784675,n01945685,n02113978
n07734744,n04612504,n02107312
n02892767,n02860847,n03782006
n01608432,n01688243,n07836838
n07714571,n09468604,n02117135
n02325366,n03534580,n03223299
n04201297,n02123159,n04277352
n07768694,n04310018,n01797886
n01735189,n03425413,n06794110
n02837789,n03372029,n03950228
n02177972,n02877765,n01531178
n03794056,n03179701,n01531178
n02797295,n01945685,n02120505
n04039381,n01729977,n03223299
n02883205,n07873807,n03709823
n04081281,n04069434,n03733805
n07802026,n04515003,n01537544
n01667114,n04026417,n03950228
n03127747,n04141076,n12144580
n07871810,n04026417,n02092002
n03394916,n02110185,n03930313
n04239074,n03376595,n01614925
n02096585,n02107683,n04604644
n04328186,n04235860,n07715103
n04505470,n02089867,n02980441
n01797886,n03782006,n01728572
n03063599,n03388043,n02795169
n04542943,n01914609,n02814533
n02356798,n12768682,n03956157
n07742313,n07745940,n09468604
n02672831,n04370456,n04254680
n02090622,n03866082,n01775062
n04532670,n04285008,n02112706
n04033901,n02692877,n02096294
n02113712,n02108089,n02794156
n03788195,n02445715,n03887697
n09468604,n03028079,n02119022
n04065272,n02051845,n03792972
n01985128,n03131574,n04008634
n03220513,n03196217,n03032252
n04153751,n01924916,n07753275
n01580077,n02110185,n02099712
n01806567,n01914609,n02110806
n02795169,n12144580,n07718747
n02002556,n02107574,n02397096
n01631663,n01695060,n01531178
n03733281,n03792782,n02092002
n07860988,n02093754,n03216828
n03476991,n02777292,n03838899
n02123597,n03666591,n02113978
n02088238,n03992509,n03642806
n02277742,n03840681,n02112706
n04456115,n03599486,n04069434
n03045698,n03710721,n03961711
n01855032,n01669191,n09332890
n03062245,n01784675,n07718472
n04204347,n01665541,n03661043
n01798484,n03404251,n02281406
n02423022,n12267677,n04435653
n01806567,n02099849,n04033995
n04258138,n07714990,n07930864
n02128385,n01737021,n03916031
n03958227,n01910747,n04355338
n03347037,n02403003,n02486261
n02441942,n01983481,n04069434
n02500267,n02487347,n03444034
n02906734,n02992529,n03584829
n07718472,n02730930,n02492660
n07754684,n03109150,n02492660
n04228054,n02769748,n03877845
n01914609,n07693725,n02229544
n04243546,n03452741,n02129165
n02281406,n03857828,n04418357
n02981792,n02094114,n03887697
n03249569,n04536866,n02097474
n03109150,n01534433,n03733805
n03958227,n04120489,n03400231
n07880968,n01491361,n02396427
n02786058,n03868863,n02174001
n02107142,n02089973,n02167151
n01558993,n02808440,n03095699
n02107574,n02091244,n03207743
n09288635,n01843383,n03534580
n04033995,n04435653,n04153751
n02099712,n03710721,n03272010
n02708093,n04522168,n02132136
n04039381,n03976657,n04604644
n02231487,n02395406,n02096294
n03786901,n03899768,n02091467
n02231487,n10148035,n02091467
n04041544,n02910353,n02480855
n04070727,n04141076,n02480495
n04252077,n03355925,n04486054
n02346627,n02018795,n03133878
n04532670,n04347754,n02112706
n01883070,n01677366,n02823750
n04141327,n03347037,n01740131
n02129604,n02093859,n04429376
n07248320,n01980166,n01537544
n03785016,n02791270,n04033995
n04332243,n04116512,n03642806
n02447366,n03868242,n02823750
n03450230,n02111889,n02281406
n03452741,n03425413,n02493793
n03290653,n03788365,n02097047
n02085620,n01514859,n03216828
n04254120,n01775062,n07930864
n02666196,n02493793,n02412080
n02110627,n03459775,n02892201
n04423845,n03483316,n02113186
n02971356,n04127249,n02114855
n03494278,n02097658,n04380533
n03075370,n04273569,n02085936
n04099969,n02939185,n04423845
n02111277,n04376876,n03000134
n02443484,n03710193,n04258138
n03742115,n01910747,n02389026
n03873416,n07754684,n03347037
n04116512,n03404251,n01534433
n02106550,n07768694,n04118538
n02422699,n07693725,n04429376
n03785016,n01688243,n02012849
n02113978,n02090721,n02012849
n03599486,n02085782,n04487081
n02793495,n02790996,n01616318
n02086240,n02804610,n03991062
n02111500,n01496331,n02917067
n02607072,n03710637,n01820546
n03017168,n04517823,n02492035
n02133161,n02363005,n04239074
n04235860,n02123045,n07873807
n03658185,n02256656,n01797886
n02398521,n04380533,n03216828
n03187595,n04074963,n02825657
n02102177,n03124170,n04118776
n02091467,n01873310,n02114548
n09472597,n03633091,n02056570
n02128385,n04548362,n03706229
n07749582,n02486410,n03733805
n03877845,n07711569,n12998815
n02088238,n03124170,n02870880
n01675722,n03445924,n01641577
n06785654,n03594945,n03764736
n03443371,n03146219,n02971356
n04428191,n03095699,n04604644
n04482393,n03544143,n02480495
n02112350,n02808304,n03216828
n03492542,n04517823,n02087046
n04548362,n01914609,n03133878
n03970156,n03841143,n04252077
n02493793,n01985128,n03085013
n03787032,n04346328,n04554684
n02236044,n01592084,n02963159
n02776631,n03325584,n04604644
n02169497,n03724870,n09472597
n02077923,n02071294,n01797886
n01756291,n01806567,n01806143
n02106166,n02123159,n02361337
n09246464,n12144580,n02457408
n03929660,n01704323,n04147183
n03584829,n02536864,n04136333
n07730033,n01669191,n04486054
n12267677,n02804610,n02391049
n03929855,n01687978,n07753275
n03394916,n01873310,n03770679
n01872401,n01860187,n09428293
n02817516,n02101388,n02056570
n03538406,n03977966,n03697007
n03450230,n12057211,n01692333
n02492035,n04479046,n03857828
n13037406,n03710637,n02095570
n04099969,n02939185,n04604644
n02096294,n02509815,n03445777
n02219486,n03483316,n04285008
n03047690,n04372370,n02814533
n04482393,n06359193,n02013706
n02281787,n01749939,n09193705
n02114548,n03787032,n03075370
n07754684,n04235860,n02091467
n02114712,n01773549,n02883205
n01751748,n02730930,n02097209
n03534580,n01855032,n04069434
n03065424,n04252225,n04589890
n02791124,n01818515,n03527444
n02281787,n01749939,n03355925
n04335435,n03594945,n07720875
n02906734,n04065272,n03584829
n03425413,n02110185,n02102040
n03404251,n02256656,n04562935
n01694178,n02138441,n02892201
n03666591,n01729322,n09332890
n09229709,n03544143,n04277352
n04192698,n01806567,n07860988
n02109047,n02096051,n04486054
n02667093,n09229709,n03930313
n07753592,n01644373,n03180011
n02099849,n02403003,n02120505
n02105505,n01677366,n02107908
n03404251,n02107142,n09428293
n02110341,n02123394,n04069434
n04542943,n02797295,n03967562
n02687172,n03085013,n02092339
n02865351,n03249569,n03792972
n04599235,n02100236,n04069434
n04229816,n02231487,n04004767
n04332243,n03240683,n12144580
n02999410,n03874599,n03494278
n04152593,n07734744,n02687172
n04146614,n02096294,n02268853
n07768694,n03530642,n04147183
n02110627,n02422106,n03126707
n03770679,n02111129,n03887697
n04482393,n03599486,n04442312
n03935335,n03868242,n03697007
n07930864,n01843065,n03899768
n01795545,n02002556,n03180011
n03457902,n03016953,n02113023
n02895154,n02110063,n09428293
n03720891,n02058221,n03832673
n03032252,n03065424,n03617480
n02120079,n02105162,n04296562
n09193705,n03100240,n02342885
n04044716,n01924916,n02492035
n03871628,n02087394,n02115913
n04326547,n01735189,n09332890
n01871265,n03314780,n03947888
n02091134,n02006656,n01797886
n02807133,n03000247,n07716358
n02395406,n02109961,n02814533
n02389026,n02098413,n03733281
n03920288,n02860847,n04509417
n09193705,n07831146,n04560804
n03476991,n01443537,n03032252
n03496892,n04154565,n07930864
n03958227,n01819313,n03877845
n02137549,n01592084,n02794156
n02412080,n03666591,n02342885
n03527444,n12144580,n04599235
n04326547,n03710193,n02342885
n04404412,n02500267,n02097047
n03089624,n01784675,n02096437
n02093991,n01632777,n03743016
n02097209,n02099267,n01689811
n04243546,n03877472,n13044778
n07734744,n03837869,n03947888
n02102318,n02130308,n02095570
n03814639,n13040303,n03877845
n03095699,n01984695,n02492035
n02361337,n02109047,n03720891
n04004767,n03775071,n04456115
n02132136,n03929660,n04409515
n02966193,n03379051,n01795545
n03786901,n03899768,n02092339
n02113978,n02397096,n02823750
n02097209,n02093647,n02643566
n07742313,n04235860,n04417672
n01601694,n02037110,n04004767
n03775546,n01693334,n04131690
n03804744,n01770393,n02133161
n04200800,n04525038,n02883205
n02093991,n01632777,n03133878
n02514041,n02487347,n03032252
n04317175,n03255030,n02112137
n03742115,n03089624,n02092002
n13044778,n03724870,n02391049
n04487081,n03930313,n02111129
n03598930,n02927161,n03720891
n03944341,n03146219,n03133878
n02281406,n04039381,n02481823
n04423845,n03977966,n02106382
n02444819,n04579145,n03930313
n04266014,n02782093,n02823428
n02326432,n02106382,n03109150
n03443371,n07831146,n02814533
n02111889,n02403003,n02823750
n02096294,n02105505,n03657121
n02112018,n01518878,n02480495
n07880968,n13054560,n03942813
n03450230,n01729977,n07684084
n03633091,n02328150,n02113186
n03710637,n04536866,n07892512
n01734418,n02500267,n01558993
n02094258,n02105505,n03733805
n04604644,n03187595,n02398521
n04485082,n02787622,n04366367
n03444034,n04350905,n04591713
n02804414,n04120489,n03297495
n02098105,n03485794,n03642806
n07754684,n09246464,n01682714
n03803284,n03908618,n04204347
n01943899,n02860847,n02091831
n03347037,n04023962,n04443257
n03530642,n03124043,n02389026
n02093256,n01871265,n03207941
n04599235,n03000247,n02894605
n02107908,n04251144,n01796340
n02109961,n03692522,n01797886
n02395406,n03710637,n03877845
n03796401,n02488291,n03272562
n01669191,n03692522,n03065424
n02268853,n07697313,n04147183
n01682714,n10565667,n04019541
n03733131,n04149813,n02009229
n02802426,n02134418,n04552348
n02319095,n02834397,n03223299
n04070727,n04141076,n02011460
n04389033,n02699494,n03598930
n04317175,n03404251,n02106030
n03804744,n01770393,n02097209
n01784675,n01945685,n02056570
n01775062,n03804744,n01855672
n03290653,n07831146,n01531178
n02676566,n02089867,n03680355
n03000247,n01773797,n04542943
n07747607,n02910353,n03733805
n02108000,n02177972,n02823750
n02843684,n03485794,n01796340
n03000247,n01945685,n01843065
n07693725,n03788365,n02091635
n03761084,n04330267,n02276258
n02363005,n07697313,n04153751
n03743016,n01735189,n02093991
n02510455,n02123597,n04552348
n02169497,n02090721,n01601694
n04162706,n03538406,n02444819
n01698640,n10565667,n07892512
n09835506,n01491361,n02966687
n02091134,n03868863,n03980874
n03290653,n12998815,n04004767
n13037406,n03127747,n02840245
n02168699,n02259212,n03924679
n07716358,n03908714,n01531178
n04277352,n01753488,n04086273
n02090622,n03929855,n02086910
n02012849,n01484850,n02870880
n03743016,n04418357,n02120079
n02105505,n02088632,n04562935
n02808304,n02128925,n04286575
n06794110,n07248320,n03935335
n02342885,n04141076,n02002724
n01616318,n02268443,n03223299
n02093859,n03379051,n02666196
n01843383,n04229816,n03443371
n02088632,n01847000,n02825657
n01748264,n04370456,n04366367
n07754684,n01669191,n04239074
n02391049,n01694178,n09288635
n04467665,n03788195,n02504013
n03028079,n04548362,n07930864
n04613696,n01774750,n03670208
n03400231,n01735189,n02494079
n02087394,n03400231,n03014705
n04562935,n02096177,n06794110
n03908714,n03146219,n02667093
n02167151,n02102318,n03393912
n02114855,n02410509,n06874185
n06874185,n02999410,n02097298
n03018349,n02808440,n07753275
n02481823,n03888605,n02281406
n07613480,n07716358,n03709823
n02051845,n02108551,n06794110
n03888257,n01910747,n04355338
n04548362,n04501370,n03494278
n04493381,n07615774,n02917067
n07734744,n03837869,n04141975
n03127925,n03290653,n02086240
n04404412,n02992529,n04259630
n04376876,n03673027,n01558993
n03908714,n03146219,n02108422
n03764736,n03710721,n03344393
n02276258,n03992509,n03782006
n03710637,n07695742,n03216828
n02027492,n01860187,n01833805
n02497673,n02090379,n04033995
n02483708,n02112350,n09468604
n02112137,n03476684,n02825657
n01728920,n03837869,n09332890
n02607072,n03692522,n04258138
n01753488,n02066245,n02100735
n09193705,n03207743,n02105162
n03089624,n03188531,n03642806
n01943899,n04009552,n04004767
n04483307,n12768682,n04154565
n07711569,n07717556,n02167151
n03787032,n02134418,n03208938
n02097474,n02110341,n03400231
n03594734,n02487347,n04154565
n01664065,n10565667,n04033995
n04033901,n03709823,n01532829
n01855672,n04370456,n13037406
n03527444,n02396427,n04486054
n03777568,n02088632,n04532670
n03661043,n02113186,n02410509
n03290653,n04228054,n02097047
n03041632,n02500267,n03786901
n02835271,n02643566,n04033995
n04483307,n01944390,n02093991
n12144580,n02097298,n03649909
n04370456,n02097658,n01797886
n03976657,n01729977,n02229544
n01806567,n02835271,n02825657
n03891332,n02536864,n03877845
n01632777,n03372029,n03733805
n02009229,n02086646,n07720875
n03482405,n03290653,n02097209
n04026417,n12267677,n03661043
n04037443,n03958227,n01531178
n01537544,n02098413,n04542943
n01910747,n04200800,n04277352
n03450230,n02782093,n03642806
n02408429,n03724870,n02687172
n03788195,n03124043,n01843065
n02965783,n02966193,n03127925
n01729322,n01644373,n04591713
n01945685,n03676483,n03903868
n03899768,n04517823,n03761084
n03250847,n02999410,n04604644
n02094258,n02835271,n04347754
n01748264,n04370456,n04243546
n01739381,n02094258,n04347754
n04049303,n02129604,n02101556
n04487394,n04418357,n03160309
n02865351,n02317335,n02009229
n02085782,n03045698,n07802026
n03709823,n07717410,n04389033
n09428293,n03938244,n02094258
n04147183,n03670208,n02114855
n02835271,n04597913,n02895154
n04560804,n02108551,n02268443
n04040759,n01860187,n04487081
n04456115,n02094433,n04542943
n02110806,n02128385,n03775071
n02951585,n02802426,n03776460
n02730930,n07745940,n04435653
n02815834,n12620546,n09428293
n02363005,n10565667,n03871628
n01530575,n04009552,n02137549
n04612504,n07768694,n04049303
n02091134,n02480495,n02106382
n03666591,n07760859,n04429376
n01817953,n01695060,n03998194
n04604644,n02804610,n02840245
n07754684,n02643566,n01795545
n02825657,n03666591,n02093991
n01622779,n02487347,n04486054
n02091467,n02111277,n02097209
n02356798,n02093754,n03133878
n02823750,n03776460,n02807133
n02130308,n02093428,n04141975
n03770439,n04228054,n07753275
n03710721,n01560419,n02802426
n02699494,n02361337,n02088632
n04389033,n02108089,n03063599
n02408429,n02102318,n03467068
n03841143,n04482393,n02090622
n04350905,n02879718,n04418357
n03017168,n02093256,n03617480
n04243546,n02317335,n03743016
n01694178,n02110185,n02361337
n02074367,n01882714,n02727426
n01491361,n01751748,n03720891
n03877845,n02999410,n03125729
n02091244,n03627232,n01443537
n01943899,n01776313,n04277352
n01828970,n02277742,n03388549
n04548362,n02102973,n03133878
n03743016,n02094433,n02108551
n02948072,n02487347,n03733805
n01689811,n03804744,n02823750
n01986214,n04536866,n03857828
n01729322,n02086079,n15075141
n04074963,n01494475,n01820546
n02093256,n03843555,n09468604
n03691459,n04328186,n01558993
n03400231,n01697457,n04355933
n03250847,n02025239,n02444819
n02113624,n01665541,n03461385
n04389033,n02093647,n04004767
n04398044,n03874599,n02480855
n02892201,n03467068,n03796401
n03026506,n02317335,n04347754
n04525038,n03899768,n03983396
n02641379,n04560804,n03642806
n02110627,n04461696,n03877845
n04479046,n02326432,n03529860
n03447721,n02799071,n02114367
n09288635,n02174001,n02493793
n03127925,n04371774,n01797886
n03920288,n02769748,n02389026
n07583066,n03594734,n02120505
n02105162,n02988304,n04523525
n04505470,n02906734,n02108915
n03980874,n03775546,n03347037
n01531178,n03594734,n02111277
n03255030,n02536864,n03733805
n01735189,n02536864,n01682714
n04069434,n04417672,n09468604
n02776631,n02808304,n01532829
n02787622,n04254120,n04476259
n02490219,n01688243,n15075141
n02317335,n03026506,n04366367
n02088466,n02536864,n02971356
n02823428,n04229816,n02870880
n03534580,n02655020,n03393912
n02840245,n03908618,n02051845
n04372370,n01773157,n04033995
n03376595,n02488291,n04277352
n03476684,n01984695,n01537544
n02109047,n02105412,n02814533
n03376595,n04099969,n03630383
n02099267,n02328150,n04263257
n02101006,n03483316,n01806143
n02319095,n02834397,n15075141
n02607072,n02487347,n03770679
n01873310,n01984695,n04552348
n04476259,n02105162,n02087046
n04325704,n09399592,n01558993
n01742172,n01910747,n03877845
n02817516,n04350905,n01797886
n02727426,n04350905,n15075141
n03400231,n02437312,n02012849
n02097474,n02883205,n02788148
n03982430,n04597913,n02825657
n02093256,n02093428,n03924679
n04347754,n02917067,n03958227
n03445777,n04612504,n04008634
n02777292,n04228054,n02883205
n03673027,n03325584,n02105162
n01667778,n02843684,n04591713
n03841143,n03450230,n03832673
n03481172,n04462240,n01514668
n07565083,n07590611,n04049303
n09472597,n02123597,n07892512
n03584829,n02321529,n03877845
n01582220,n02123045,n07613480
n02690373,n02930766,n02492660
n02112018,n01518878,n04505470
n02454379,n02097658,n02087046
n04355933,n07695742,n03782006
n01795545,n03476991,n01986214
n03733805,n02002724,n02102973
n03110669,n02879718,n04239074
n02480495,n03935335,n07720875
n02268443,n03445924,n02493793
n01494475,n03124043,n03297495
n01560419,n03710721,n03983396
n04273569,n03724870,n02979186
n04517823,n03000247,n02033041
n04409515,n03891251,n04239074
n04118776,n04152593,n02894605
n02093256,n02930766,n04146614
n03379051,n02398521,n03776460
n02259212,n01491361,n02027492
n01749939,n01985128,n01558993
n02825657,n02412080,n03642806
n02441942,n01695060,n03930313
n01734418,n02011460,n03776460
n02113799,n02098413,n03197337
n01739381,n01824575,n03661043
n03444034,n03450230,n03776460
n03424325,n01693334,n01843065
n02606052,n01667778,n07873807
n03891251,n04409515,n07248320
n02325366,n02264363,n03532672
n02397096,n03843555,n01537544
n04579145,n01873310,n02129165
n11939491,n01914609,n02268443
n02687172,n02108000,n04417672
n03207743,n04235860,n02090622
n07749582,n03180011,n03216828
n02422106,n01910747,n01582220
n03527444,n02110185,n02108915
n01773549,n02097658,n03109150
n04465501,n13052670,n01833805
n02321529,n04325704,n04591713
n03977966,n02865351,n02840245
n02403003,n03710721,n02167151
n01558993,n02113023,n07860988
n02841315,n04376876,n02114548
n03887697,n04239074,n02441942
n02091032,n03218198,n03344393
n03444034,n03450230,n07930864
n02094114,n02883205,n03223299
n04428191,n02877765,n02687172
n02108000,n03814639,n02794156
n02256656,n03944341,n07873807
n02980441,n04458633,n02113712
n03924679,n01981276,n03786901
n03062245,n12267677,n02033041
n02009912,n07730033,n04435653
n07836838,n03929855,n03777754
n04008634,n03947888,n02317335
n04179913,n04509417,n03814639
n03770679,n01818515,n01968897
n07749582,n04228054,n02138441
n01692333,n01984695,n03393912
n07248320,n01980166,n07718747
n02280649,n02128925,n02927161
n04243546,n04264628,n03223299
n03494278,n04026417,n04033995
n01751748,n01688243,n04592741
n03032252,n04099969,n07684084
n03530642,n03394916,n04141327
n03218198,n03124043,n02098105
n02823428,n02112137,n03459775
n01592084,n04372370,n03733805
n01872401,n01860187,n09428293
n03584829,n04376876,n03388549
n02101006,n02328150,n03776460
n02100583,n02892767,n03216828
n03133878,n02708093,n02100583
n04254680,n02088364,n02361337
n02437616,n04328186,n03661043
n04515003,n07717556,n02091635
n04070727,n04254120,n03877845
n13044778,n01632777,n01682714
n02782093,n04228054,n03995372
n07584110,n07590611,n02128925
n03476991,n02107142,n07718472
n02085620,n02514041,n02917067
n03680355,n01580077,n09332890
n04286575,n02398521,n01755581
n02106382,n07714990,n04049303
n01877812,n04229816,n03485794
n03272010,n01984695,n04604644
n02066245,n09472597,n06359193
n07711569,n03961711,n03207941
n01980166,n03868863,n04380533
n01817953,n04389033,n03942813
n04228054,n01773157,n04069434
n03796401,n04192698,n02892201
n04428191,n04296562,n03467068
n02782093,n04517823,n04141327
n01955084,n03131574,n01530575
n07871810,n04099969,n02114712
n04149813,n03042490,n03792972
n02088632,n01744401,n04065272
n04326547,n03956157,n02088466
n02447366,n01773549,n07860988
n01833805,n03457902,n02894605
n02391049,n01695060,n03494278
n02364673,n02089973,n04604644
n03529860,n04536866,n03761084
n03770679,n03100240,n02085936
n04049303,n04548280,n02088094
n04270147,n01873310,n07716906
n07768694,n07932039,n07579787
n03478589,n03443371,n03297495
n04554684,n12998815,n04049303
n03775071,n02088466,n02977058
n02091134,n02097658,n01484850
n02927161,n04515003,n02356798
n02092002,n04517823,n01537544
n04548280,n07754684,n01530575
n02105505,n03124043,n03662601
n02509815,n02113624,n07930864
n02110958,n02172182,n07715103
n02804414,n07745940,n03485407
n02951358,n03599486,n02971356
n03924679,n02791124,n03935335
n01784675,n01914609,n04486054
n07753113,n02100583,n01828970
n03404251,n02487347,n09421951
n02672831,n02500267,n01860187
n03384352,n03594945,n03733805
n09428293,n02988304,n02108422
n03794056,n01443537,n02102040
n04612504,n03868242,n02094114
n01990800,n07716906,n03670208
n03196217,n01728920,n04317175
n03980874,n01494475,n03930313
n03133878,n02490219,n02865351
n03980874,n01669191,n03347037
n04579432,n12998815,n03775071
n02100735,n07693725,n02777292
n02910353,n01560419,n03720891
n03041632,n04146614,n04467665
n02909870,n02129604,n02123394
n03814906,n02815834,n04259630
n13133613,n02536864,n04404412
n01537544,n02028035,n02823750
n02676566,n04376876,n04311174
n09332890,n04270147,n03223299
n04086273,n02782093,n03032252
n02085936,n02397096,n04590129
n02105251,n02509815,n04090263
n01496331,n01688243,n03838899
n04462240,n02321529,n02098105
n01843065,n02097658,n01776313
n02730930,n01693334,n03598930
n12985857,n04133789,n03223299
n02088238,n07697537,n02119789
n03160309,n04462240,n07715103
n03841143,n03970156,n03661043
n02129604,n03590841,n04090263
n04141975,n01943899,n02342885
n03662601,n03018349,n02939185
n02167151,n02096051,n02096585
n02268443,n01694178,n03216828
n03873416,n02666196,n07714571
n02107908,n03710637,n02974003
n04235860,n07754684,n03733805
n02486261,n03124170,n04258138
n02443114,n01737021,n04542943
n03930630,n07932039,n02708093
n02992529,n03874599,n03877845
n02423022,n07742313,n01675722
n03485794,n02110185,n02112706
n02795169,n04009552,n02088238
n02493793,n04493381,n04579432
n04008634,n03884397,n03743016
n02165105,n01749939,n02791270
n04423845,n03976467,n02097047
n02096437,n01796340,n04192698
n07715103,n01770393,n02100735
n02791124,n02804414,n04008634
n02129165,n02669723,n01443537
n09428293,n02981792,n02113624
n02484975,n02328150,n02825657
n02966193,n01914609,n04033995
n03781244,n03733281,n04086273
n03710637,n02134084,n02091635
n04389033,n04479046,n03495258
n02837789,n10565667,n09332890
n04328186,n03788365,n02236044
n04070727,n04461696,n04004767
n04443257,n03891251,n04090263
n07754684,n02115913,n01558993
n04389033,n03843555,n04141327
n02108000,n02787622,n03661043
n01795545,n01883070,n03764736
n03179701,n07745940,n04326547
n02486410,n02804610,n02033041
n02101388,n02104029,n09468604
n02002724,n03617480,n02092339
n03476991,n02134084,n03207743
n02879718,n01806567,n04326547
n02346627,n02422699,n04486054
n02966193,n01728920,n01667778
n02133161,n03888605,n01797886
n04483307,n03425413,n01755581
n04597913,n07718472,n03983396
n02488291,n12768682,n02494079
n07753592,n02134418,n02090622
n03871628,n01629819,n04532106
n03908714,n03837869,n04335435
n04509417,n10148035,n03216828
n09835506,n03045698,n03761084
n03995372,n04597913,n03916031
n03000247,n02823428,n01843065
n04311174,n03124043,n04033901
n01817953,n02115913,n04008634
n02655020,n02095889,n02117135
n07720875,n01491361,n02102040
n02486261,n03124170,n04252225
n01943899,n03992509,n03110669
n02127052,n02966193,n02097474
n03895866,n02123159,n02116738
n07714990,n03017168,n02444819
n01491361,n01740131,n01860187
n07734744,n04264628,n02107312
n04346328,n03196217,n03344393
n02823428,n03000247,n09472597
n07880968,n02641379,n02091467
n04404412,n03250847,n01817953
n03891332,n04310018,n04417672
n04026417,n01914609,n02814533
n01632458,n07760859,n04550184
n07760859,n03995372,n02492660
n01514859,n01688243,n03832673
n02231487,n04517823,n04004767
n03924679,n03201208,n02109525
n02835271,n01873310,n03452741
n09193705,n03658185,n02492660
n07760859,n02002724,n03877845
n02101388,n07615774,n03796401
n02895154,n02930766,n02454379
n03085013,n03047690,n02087046
n04584207,n01644373,n06794110
n02092002,n12267677,n02939185
n02108000,n03857828,n02794156
n02966687,n04149813,n03733805
n03868242,n09229709,n03983396
n03085013,n12267677,n03450230
n01518878,n03841143,n04389033
n07836838,n02088466,n01601694
n04592741,n09399592,n03980874
n03271574,n02100583,n02098286
n02100236,n07615774,n02090622
n02074367,n02093428,n02783161
n03594945,n02102973,n02102318
n03325584,n02484975,n03457902
n03584254,n03777754,n01806143
n03857828,n02536864,n02480855
n04550184,n04285008,n03250847
n04589890,n03127747,n07753275
n03400231,n02488291,n03733805
n02088632,n03534580,n01734418
n04147183,n02361337,n04592741
n02110627,n04532106,n03444034
n02117135,n04311004,n04111531
n03014705,n04296562,n03498962
n02134418,n02484975,n01531178
n03706229,n01498041,n04090263
n03133878,n01729977,n03933933
n01943899,n04026417,n02093256
n13054560,n03131574,n03733805
n02869837,n03599486,n02096437
n01687978,n07583066,n02793495
n02132136,n02486410,n04326547
n02277742,n03814906,n04443257
n01930112,n02769748,n04201297
n02447366,n02113624,n03425413
n03873416,n02325366,n01558993
n07590611,n03908714,n02093647
n02096177,n02111129,n03661043
n01796340,n02966193,n01917289
n01944390,n03627232,n02100877
n04200800,n03710637,n03661043
n02093647,n04070727,n03947888
n02389026,n02088364,n03417042
n07590611,n06785654,n01820546
n02093647,n03763968,n03530642
n02457408,n02091032,n02363005
n01914609,n01692333,n02917067
n02105855,n03450230,n01910747
n03793489,n02206856,n02096437
n04443257,n04229816,n03637318
n02097209,n01774750,n02843684
n01773157,n02172182,n02606052
n02965783,n03125729,n04141327
n04542943,n04443257,n02119789
n02108000,n03814639,n02100583
n04264628,n04118776,n02087046
n03785016,n01914609,n02666196
n02113023,n02108915,n04435653
n01910747,n04325704,n02027492
