anchor_cat,positive_cat,negative_cat
n01950731,n02481823,n02120505
n02092339,n02110185,n02666196
n03208938,n02930766,n04592741
n03763968,n01744401,n04209239
n04589890,n04467665,n02444819
n10148035,n02486410,n01855672
n02120505,n02129165,n07753113
n02988304,n03496892,n02128925
n02097209,n02480855,n01751748
n02114548,n03325584,n04033995
n01740131,n02259212,n02100735
n03047690,n03476991,n03950228
n02114548,n03325584,n12985857
n03062245,n04517823,n04486054
n04040759,n04376876,n02093991
n04613696,n03000247,n02113624
n02825657,n01737021,n02951585
n04389033,n02113712,n02488702
n03485407,n01873310,n04033995
n04532106,n02398521,n03776460
n03089624,n07697313,n02098105
n02172182,n03598930,n01797886
n02113023,n04418357,n04355338
n02107908,n02493509,n02219486
n03868863,n09256479,n03133878
n03786901,n01744401,n01855672
n03478589,n03443371,n04259630
n02097130,n02089078,n02389026
n02095314,n02489166,n04111531
n02979186,n02088364,n04417672
n04065272,n04149813,n04380533
n02090721,n03837869,n04033901
n07873807,n03676483,n03594945
n02514041,n04136333,n09468604
n04487394,n04485082,n07684084
n04037443,n02113186,n03838899
n03000247,n03633091,n02091244
n04435653,n01744401,n04465501
n02807133,n02112137,n01694178
n07720875,n02510455,n04118538
n03786901,n02951585,n02111277
n04579432,n01664065,n02443114
n02088238,n03444034,n04118776
n02113624,n04418357,n02097474
n04371774,n02093754,n02093256
n09332890,n03804744,n02088364
n09193705,n04149813,n01641577
n02408429,n02096294,n01829413
n02727426,n03444034,n03347037
n07614500,n04141076,n02133161
n01641577,n02100236,n02917067
n02190166,n02096051,n02730930
n03888605,n02992211,n02009229
n02939185,n03773504,n03995372
n02002556,n03223299,n02814533
n04116512,n01729977,n02951585
n01443537,n04462240,n02088094
n03937543,n03459775,n03770679
n03673027,n03594945,n02494079
n03930313,n02051845,n04548280
n07697313,n07760859,n02206856
n07615774,n02127052,n04347754
n04065272,n02105641,n02111889
n02992211,n02510455,n01797886
n02361337,n02817516,n02841315
n02105641,n02883205,n03868242
n02423022,n03710721,n04086273
n03692522,n07730033,n02480495
n02099267,n02123045,n03933933
n02132136,n04127249,n03961711
n02007558,n02226429,n02120505
n02007558,n01910747,n02028035
n03445777,n07695742,n01980166
n01985128,n04507155,n03956157
n02667093,n04120489,n01531178
n03476684,n03372029,n02094433
n07892512,n01616318,n02089867
n02978881,n07730033,n03494278
n03297495,n03452741,n04099969
n03804744,n03717622,n02363005
n03970156,n01753488,n04252077
n03888605,n02607072,n02113978
n04522168,n07742313,n01855672
n02787622,n07730033,n04429376
n07718747,n02825657,n02802426
n03937543,n09472597,n01728572
n07248320,n09472597,n07920052
n03947888,n02825657,n02457408
n04592741,n03000684,n02096051
n03259280,n07583066,n02113186
n04141975,n09256479,n01855672
n04033901,n02281787,n03065424
n03691459,n02788148,n01820546
n04192698,n02510455,n02113799
n02484975,n03791053,n04270147
n09246464,n02319095,n02102480
n02093754,n02096177,n01855672
n02085936,n12144580,n04482393
n02130308,n03127747,n04311004
n02093754,n04501370,n02013706
n01910747,n07768694,n01820546
n04311174,n03788365,n04033901
n03388183,n03649909,n03032252
n03447721,n01985128,n02028035
n01796340,n04553703,n02489166
n01755581,n01773797,n01601694
n02094433,n02655020,n04243546
n12144580,n07873807,n03857828
n02091831,n02493509,n02783161
n03782006,n01806567,n02963159
n04357314,n02484975,n04259630
n02823750,n01807496,n02114712
n03345487,n03529860,n02091467
n02655020,n02834397,n02117135
n01818515,n02097658,n02870880
n02123045,n03602883,n03529860
n04548362,n07753113,n03887697
n02114712,n07745940,n01917289
n04525305,n03888605,n03729826
n01784675,n01978287,n03877845
n02264363,n03444034,n09472597
n02106550,n03887697,n03642806
n01773797,n03272562,n04120489
n03494278,n10565667,n03529860
n02730930,n03424325,n02091467
n02077923,n01735189,n02094114
n04592741,n01914609,n02111889
n04554684,n03179701,n07684084
n03047690,n03476991,n03063689
n03788365,n03018349,n02099267
n03787032,n02877765,n01950731
n03042490,n07590611,n03733805
n04356056,n03843555,n04532670
n03127925,n03662601,n02443484
n02974003,n03534580,n04355933
n04209239,n07753113,n02825657
n01945685,n03633091,n01797886
n09246464,n09256479,n07753275
n02086646,n02412080,n01629819
n03218198,n04467665,n04487081
n03967562,n01807496,n02099267
n04597913,n02398521,n03662601
n01773157,n07718472,n03743016
n04443257,n03594945,n02137549
n03874599,n01877812,n04118776
n01498041,n01494475,n07753275
n02100583,n03146219,n03208938
n02090379,n04540053,n02119789
n02699494,n04033995,n03482405
n03372029,n01984695,n02091831
n04532670,n07584110,n02012849
n02895154,n04201297,n02120505
n03874293,n02090379,n02105641
n03950228,n02110185,n01755581
n01871265,n02086646,n02364673
n03197337,n02109961,n02939185
n04090263,n02090379,n09835506
n02437616,n01819313,n04065272
n02093859,n01694178,n02106550
n07734744,n04417672,n02018795
n03544143,n07760859,n03494278
n02259212,n01740131,n02391049
n01981276,n12768682,n03207941
n03141823,n03482405,n03584254
n03485407,n03792782,n02963159
n02087394,n02100583,n03065424
n09256479,n03047690,n04604644
n04398044,n12985857,n02093647
n03764736,n03220513,n01664065
n07711569,n01914609,n02107574
n02841315,n02910353,n03729826
n02108000,n02509815,n03126707
n02113023,n12998815,n02106382
n04153751,n03127747,n02672831
n03498962,n03388549,n01734418
n03930630,n02113186,n02099429
n03888257,n03874599,n04557648
n03494278,n03530642,n02090721
n02106662,n02445715,n04476259
n02097658,n01806567,n01632458
n01558993,n03792782,n01734418
n04579145,n03372029,n01484850
n02692877,n03843555,n01860187
n02978881,n03372029,n02013706
n03594734,n01983481,n02444819
n01817953,n02843684,n03345487
n02892767,n12768682,n07684084
n02999410,n06874185,n03670208
n02094114,n04557648,n03717622
n04200800,n03868863,n03110669
n02107574,n03218198,n02927161
n04311174,n03788365,n03208938
n01945685,n03627232,n02094433
n13040303,n02835271,n01616318
n02879718,n02835271,n02229544
n03530642,n01773549,n03670208
n03376595,n01945685,n02840245
n02085620,n01944390,n04344873
n02279972,n03691459,n02883205
n09246464,n03197337,n02113799
n04086273,n02134418,n02268443
n02865351,n01729977,n04209133
n01796340,n03584829,n02281406
n04476259,n01796340,n03895866
n01692333,n03838899,n15075141
n01737021,n01945685,n01843065
n04118776,n02277742,n02099601
n01698640,n04479046,n04258138
n02097209,n02087394,n01751748
n03995372,n02835271,n02110958
n02808440,n03796401,n02494079
n02690373,n02895154,n03657121
n12985857,n03125729,n01847000
n02389026,n02098286,n04330267
n09229709,n07583066,n09332890
n04238763,n02504013,n02687172
n03814639,n02105251,n02165456
n02108000,n02325366,n02091467
n01632458,n01677366,n09288635
n04317175,n02123394,n03388549
n02091244,n02100735,n02708093
n03877472,n04485082,n02098105
n01860187,n02966193,n02096585
n02127052,n02097658,n01734418
n03445924,n01698640,n01797886
n03733805,n03876231,n01695060
n07754684,n03337140,n01531178
n02090379,n03840681,n04604644
n04074963,n07871810,n02113978
n02606052,n04536866,n02326432
n03825788,n04254777,n02114712
n03933933,n02099849,n04209133
n04355338,n03724870,n02096437
n03657121,n03630383,n03838899
n01833805,n01755581,n02095570
n04037443,n04152593,n02802426
n04111531,n02526121,n04493381
n02056570,n01688243,n03461385
n04505470,n02168699,n03014705
n09468604,n03028079,n02099712
n04591713,n02607072,n01667778
n03770679,n02123597,n04067472
n03623198,n03026506,n02747177
n02910353,n02454379,n02090622
n02086646,n02106662,n01817953
n02138441,n02883205,n07753275
n02979186,n04591713,n02486261
n04486054,n02871525,n02504013
n04116512,n04560804,n03344393
n02091635,n01751748,n03717622
n02865351,n03599486,n01751748
n04380533,n04090263,n01774750
n04461696,n03249569,n02086910
n03982430,n13054560,n03720891
n03814906,n02808440,n02667093
n02113712,n04392985,n03014705
n03017168,n03982430,n02127052
n04153751,n03127747,n04033995
n03825788,n04371774,n02825657
n02787622,n07730033,n09288635
n04487081,n02007558,n01744401
n03710721,n03866082,n01797886
n02095889,n02094258,n02783161
n04347754,n04550184,n03223299
n01924916,n02988304,n02443484
n02092002,n02865351,n01755581
n02865351,n03977966,n02094433
n04004767,n03868242,n04009552
n03530642,n01773549,n04141327
n03717622,n03100240,n02090622
n03998194,n04597913,n03697007
n07714990,n03992509,n02012849
n04136333,n02514041,n03903868
n04141076,n02966193,n02089973
n04467665,n02966193,n02494079
n02484975,n01978287,n09332890
n03924679,n07892512,n01614925
n02808440,n02817516,n03347037
n02086646,n02536864,n02096437
n02108089,n04350905,n02672831
n01955084,n01981276,n02095314
n04179913,n02966193,n02113799
n02099712,n03026506,n03991062
n04265275,n06874185,n07714571
n02229544,n09256479,n01883070
n03223299,n02102177,n03947888
n02096437,n07745940,n04332243
n03733805,n04505470,n02098105
n03843555,n04336792,n04435653
n02102973,n01930112,n04317175
n04371774,n02445715,n02174001
n04317175,n03773504,n03903868
n02965783,n09193705,n01630670
n07871810,n02116738,n01514668
n04447861,n03947888,n02840245
n02951358,n03443371,n01484850
n02077923,n04251144,n01860187
n04154565,n04311004,n02423022
n03594945,n03188531,n04008634
n02088632,n02105162,n07718747
n02091635,n02066245,n01443537
n02092002,n03866082,n02950826
n03498962,n09468604,n02326432
n01692333,n01914609,n04548280
n02403003,n03710637,n02113978
n02776631,n03045698,n02095570
n02950826,n03125729,n04153751
n07715103,n03627232,n01795545
n02100735,n02966193,n04141975
n11939491,n02500267,n02950826
n03085013,n03837869,n01530575
n04285008,n01770393,n02089078
n03662601,n03127925,n03498962
n03991062,n03445777,n02033041
n02965783,n06596364,n01797886
n04228054,n01695060,n03733805
n02123045,n02085936,n04127249
n02363005,n03666591,n04252225
n03379051,n10148035,n02666196
n15075141,n02510455,n01943899
n02089867,n01664065,n02319095
n03482405,n04264628,n02085936
n07693725,n02607072,n03887697
n03026506,n04201297,n01630670
n04325704,n04606251,n03637318
n02102480,n02948072,n04486054
n01601694,n04317175,n02492035
n02123597,n02098413,n04049303
n02791124,n03045698,n02102318
n03777754,n01914609,n02002556
n02489166,n02110185,n04141327
n03496892,n04228054,n02100877
n02504458,n04579432,n03891251
n03014705,n02342885,n02093991
n04356056,n07730033,n03014705
n02927161,n02259212,n01537544
n02666196,n02643566,n02113023
n04258138,n03384352,n03658185
n01675722,n02091467,n02086240
n04579432,n01498041,n04604644
n03976657,n07753592,n02276258
n02168699,n03220513,n01616318
n03255030,n02782093,n02108422
n04562935,n04005630,n02097047
n07760859,n01930112,n03729826
n02058221,n03201208,n04162706
n02704792,n03781244,n02086240
n03042490,n03127747,n02917067
n02395406,n04376876,n01675722
n04033995,n04285008,n01820546
n03775071,n02099849,n03223299
n02113186,n03000684,n02085936
n03970156,n02860847,n04418357
n04486054,n09399592,n02486410
n03032252,n04041544,n01770081
n02999410,n01751748,n04557648
n04069434,n03888257,n02091467
n01560419,n02909870,n01582220
n04456115,n03866082,n01682714
n02264363,n02112137,n02090622
n02092002,n03866082,n03207743
n04447861,n02966193,n02787622
n01806143,n03868242,n02115913
n02346627,n01806567,n02795169
n03196217,n02837789,n02229544
n02361337,n06874185,n04347754
n04562935,n02704792,n07718472
n03874599,n03124043,n02009229
n02488291,n03935335,n02096585
n02092002,n02342885,n09332890
n01882714,n03691459,n04389033
n02988304,n02091032,n03345487
n04041544,n03584254,n02641379
n01981276,n02097658,n02113978
n03467068,n09256479,n01537544
n02128925,n02086079,n07892512
n09468604,n03530642,n02105056
n04317175,n03110669,n01984695
n04023962,n03891332,n04596742
n03347037,n03584829,n02098286
n03544143,n03868863,n03095699
n02095314,n02137549,n03065424
n04442312,n04252225,n02980441
n02894605,n03930313,n01755581
n02447366,n03388549,n02113978
n03000684,n02226429,n07684084
n02009229,n02101388,n04443257
n03530642,n01687978,n09428293
n01773157,n01818515,n03160309
n03355925,n01729977,n02110806
n02123394,n02643566,n04417672
n07615774,n02480495,n02093991
n02817516,n03337140,n02097209
n01749939,n02098413,n04270147
n03444034,n03124170,n02094258
n03617480,n01990800,n02980441
n03658185,n09256479,n02100236
n02085782,n01806567,n01806143
n02493509,n04540053,n01774384
n02791270,n02417914,n02279972
n03983396,n03459775,n07753275
n03958227,n04208210,n04265275
n02437616,n04372370,n04065272
n02879718,n04462240,n04443257
n04355338,n01917289,n01698640
n03000684,n02226429,n02389026
n02871525,n07590611,n02099429
n03709823,n04133789,n01698640
n02950826,n07831146,n02012849
n01990800,n04507155,n09332890
n02087394,n01695060,n02666196
n02114367,n01930112,n04604644
n02814533,n04067472,n04147183
n01744401,n02607072,n03649909
n04344873,n01669191,n01924916
n03657121,n04596742,n02690373
n02979186,n03000684,n04069434
n03425413,n01735189,n04591157
n02825657,n02391049,n03590841
n03478589,n09472597,n13133613
n02326432,n02099849,n03109150
n04228054,n03388043,n03527444
n02097209,n02480855,n03085013
n03976467,n03891332,n04429376
n03459775,n06785654,n02099267
n01560419,n02108915,n09428293
n11939491,n04597913,n09288635
n02108089,n01871265,n03950228
n03676483,n01945685,n03670208
n02490219,n04141076,n04131690
n01806567,n02091032,n03871628
n01704323,n03633091,n04081281
n01914609,n02102973,n02091635
n04273569,n02837789,n02113978
n02487347,n02051845,n09421951
n03792782,n02091134,n04532670
n03384352,n06359193,n04429376
n01534433,n03775071,n02096437
n02708093,n02093428,n02747177
n03085013,n02823428,n03297495
n04380533,n02101006,n03201208
n07695742,n09229709,n02094258
n02108551,n04560804,n02106030
n03095699,n07695742,n02093991
n04560804,n04099969,n07714571
n03026506,n04275548,n04487081
n02786058,n04507155,n03670208
n02526121,n03124170,n03065424
n03384352,n02804610,n02099712
n03000247,n03658185,n02167151
n04258138,n02769748,n06596364
n02641379,n02328150,n03877472
n02094433,n07583066,n02011460
n03444034,n03992509,n03207743
n02117135,n02102318,n02910353
n03208938,n03538406,n01682714
n02793495,n03599486,n02089973
n04310018,n03627232,n04317175
n02091032,n04485082,n02119022
n03272010,n03724870,n01968897
n03935335,n01855032,n02814533
n07248320,n04596742,n02101556
n02444819,n07831146,n03970156
n02843684,n03857828,n02095570
n03594945,n01498041,n01616318
n03187595,n01985128,n02494079
n01871265,n03445924,n02443114
n04118776,n03492542,n01770393
n02110958,n02509815,n03670208
n02167151,n02489166,n03930313
n02871525,n09229709,n04380533
n02422106,n07590611,n01768244
n01806143,n02930766,n03866082
n03733131,n02894605,n02951585
n02107312,n04462240,n02018207
n02102973,n04200800,n04366367
n03680355,n07920052,n02777292
n03788365,n03874293,n02099267
n03776460,n01774750,n04296562
n03903868,n03290653,n04004767
n04487394,n03782006,n04429376
n04501370,n02108089,n13133613
n03146219,n02105412,n01558993
n01986214,n02643566,n07248320
n02708093,n03832673,n02095570
n04152593,n03179701,n02281406
n01728572,n04162706,n02988304
n01582220,n04296562,n07684084
n01917289,n02793495,n02089973
n03942813,n12985857,n02119022
n04069434,n04111531,n09468604
n03743016,n01735189,n03733805
n02111277,n04228054,n03127925
n01484850,n01950731,n04557648
n03590841,n02096051,n02281406
n03016953,n02769748,n03344393
n02087046,n04372370,n04486054
n06596364,n03837869,n04423845
n03000134,n01744401,n02113799
n02085620,n01944390,n03485794
n02106550,n01729977,n03452741
n03461385,n03255030,n01820546
n02226429,n01698640,n02917067
n04069434,n02280649,n02128757
n02444819,n03447447,n02747177
n03662601,n02120079,n02807133
n07753275,n03017168,n01882714
n02111889,n02102177,n03483316
n04447861,n09193705,n02058221
n03630383,n02497673,n03133878
n04456115,n09472597,n04355338
n03908618,n03874599,n02088094
n02927161,n03977966,n02489166
n04204238,n03042490,n03444034
n04019541,n04355338,n03903868
n04376876,n01496331,n02002556
n04040759,n03992509,n01630670
n02100877,n01985128,n03388183
n04146614,n03599486,n03657121
n02009912,n03388043,n02268853
n03444034,n10148035,n02115641
n02087046,n04372370,n04482393
n01819313,n03496892,n02917067
n01829413,n02415577,n04562935
n04285008,n01871265,n02002556
n01943899,n04005630,n03721384
n02098286,n01806567,n01860187
n04039381,n03633091,n02094114
n04505470,n10565667,n02088466
n01797886,n02094258,n04590129
n03240683,n03160309,n07930864
n04266014,n04371774,n03983396
n04127249,n04120489,n03982430
n02510455,n04493381,n03297495
n03259280,n07920052,n01797886
n07836838,n02910353,n03494278
n01530575,n02415577,n01820546
n12985857,n03804744,n04041544
n02165105,n02231487,n02089973
n02011460,n01871265,n03133878
n02088094,n03970156,n03447447
n09468604,n03785016,n02007558
n02127052,n07615774,n07734744
n04125021,n02206856,n02091467
n02279972,n04476259,n02138441
n04228054,n03633091,n03733805
n07873807,n03372029,n02119789
n03876231,n04344873,n04258138
n03478589,n03459775,n01990800
n01955084,n03255030,n03947888
n02110958,n01729322,n04275548
n03991062,n02607072,n02444819
n02672831,n04370456,n01978455
n07716906,n03394916,n02085620
n01742172,n02259212,n02099429
n03763968,n07730033,n03877472
n02487347,n03127747,n04515003
n03085013,n03530642,n04548280
n03598930,n03314780,n02110806
n03680355,n02112137,n07248320
n06359193,n13040303,n01860187
n01855032,n12267677,n02105251
n03450230,n04418357,n03207743
n09399592,n04389033,n01797886
n02692877,n02480495,n02892767
n01990800,n04133789,n03018349
n04296562,n01990800,n07697313
n01774750,n02104365,n02095570
n03393912,n02708093,n02066245
n02859443,n03599486,n15075141
n02980441,n01687978,n03763968
n06794110,n01955084,n04243546
n02817516,n03240683,n02504458
n03297495,n03447721,n04070727
n04201297,n04328186,n02110627
n03032252,n04389033,n02504458
n03661043,n01981276,n02107574
n09332890,n12998815,n02106662
n02085620,n02326432,n04476259
n03179701,n04228054,n02009229
n02086240,n02328150,n02802426
n02177972,n04501370,n04251144
n02097209,n02105505,n01560419
n02978881,n01910747,n04347754
n02276258,n03690938,n01531178
n02486410,n02011460,n13040303
n02971356,n03884397,n01980166
n04069434,n02643566,n04493381
n13052670,n03271574,n02119789
n03372029,n01930112,n02494079
n04476259,n01796340,n02480495
n03124043,n02096051,n03873416
n04254680,n07920052,n01728572
n02115641,n01871265,n02840245
n07717556,n07716906,n02490219
n03980874,n07583066,n02676566
n07615774,n02480495,n01682714
n03814906,n04332243,n03873416
n07802026,n03400231,n02100877
n03930313,n04209239,n02117135
n02699494,n04005630,n03838899
n07693725,n02129604,n02009229
n03041632,n03459775,n03680355
n02978881,n02500267,n02002556
n02119022,n02114548,n13037406
n03877845,n02109961,n01689811
n07714571,n01688243,n02114855
n02110806,n02860847,n01558993
n03594734,n01985128,n02033041
n02422699,n03124170,n04270147
n03998194,n03443371,n02870880
n03793489,n04517823,n02113712
n04330267,n03220513,n03134739
n02776631,n04149813,n01531178
n02094433,n02787622,n02412080
n01534433,n03775071,n04141327
n03450230,n02109047,n03662601
n01985128,n02843684,n01484850
n03788365,n04040759,n02841315
n02110063,n04285008,n04429376
n02395406,n01644900,n03764736
n02264363,n01739381,n02966687
n02808440,n03935335,n04486054
n02795169,n04483307,n02444819
n02109961,n03970156,n04204347
n03899768,n03452741,n02093647
n01693334,n02106662,n04429376
n04141327,n03944341,n02109525
n01833805,n07615774,n02108000
n01955084,n04023962,n02093256
n03937543,n01740131,n03452741
n09193705,n03666591,n02109961
n02089973,n02105505,n02999410
n03467068,n03127925,n02444819
n03796401,n03673027,n02276258
n04273569,n03874599,n02113978
n03272010,n02132136,n01819313
n02106662,n02112137,n02002556
n02483362,n02134418,n07720875
n03223299,n04325704,n02134084
n02264363,n03492542,n03720891
n02094433,n03976657,n04141327
n04243546,n04501370,n04041544
n02108089,n01877812,n04147183
n04019541,n03938244,n02058221
n04515003,n07715103,n02489166
n02268443,n04228054,n03998194
n02835271,n02536864,n02113799
n04133789,n02102973,n03776460
n02422106,n02172182,n01616318
n02093647,n01735189,n02799071
n03127747,n01443537,n04041544
n02085782,n02091032,n03792972
n03884397,n02321529,n02268443
n02097298,n01774384,n02009912
n01860187,n02879718,n03782006
n04009552,n04540053,n02190166
n01632458,n02699494,n04507155
n04579432,n04476259,n02088364
n02091244,n03544143,n02094114
n03782006,n06359193,n01728572
n07720875,n01955084,n01630670
n02099429,n02088238,n03673027
n02793495,n04462240,n04086273
n03089624,n01806567,n01797886
n04548362,n01983481,n01580077
n02109961,n02111889,n02120079
n02107574,n01985128,n04141327
n07747607,n01984695,n03388549
n02412080,n04447861,n03710193
n04579432,n02105505,n04604644
n03393912,n01910747,n02132136
n01665541,n01985128,n03216828
n03690938,n03888605,n04596742
n02087046,n02086910,n02091467
n02108000,n03394916,n04443257
n02486261,n02966193,n03417042
n04532106,n03594945,n04367480
n04040759,n02206856,n02457408
n03661043,n04389033,n02190166
n02860847,n02782093,n04417672
n02910353,n02802426,n04037443
n01629819,n02100583,n09288635
n03992509,n01910747,n02007558
n04399382,n02006656,n04435653
n02011460,n03840681,n03345487
n02229544,n03457902,n04258138
n02120505,n02105251,n04009552
n12985857,n04133789,n02096585
n02276258,n03085013,n02950826
n04127249,n03692522,n03272562
n03947888,n03452741,n02096437
n03133878,n04201297,n01582220
n02948072,n03492542,n03661043
n02096437,n07745940,n03775071
n03220513,n03372029,n01682714
n03803284,n02097658,n02229544
n02489166,n02793495,n02256656
n02106550,n02112018,n04435653
n02028035,n02481823,n03775546
n02100877,n02085782,n02823750
n03877472,n03459775,n03347037
n01734418,n01735189,n02104029
n01675722,n02841315,n04487081
n02346627,n03804744,n03063689
n03388183,n02093859,n02104029
n03478589,n04505470,n07836838
n02966193,n01983481,n04141327
n03854065,n04606251,n03482405
n03642806,n01955084,n02101006
n03452741,n03045698,n02033041
n04037443,n03459775,n01616318
n02895154,n04204347,n03250847
n02490219,n02415577,n02027492
n13044778,n03888605,n02113712
n02509815,n02493793,n01592084
n01945685,n03908618,n02097474
n01534433,n04356056,n04347754
n03908714,n02782093,n01833805
n02481823,n01950731,n04049303
n02169497,n04023962,n04591713
n03240683,n01667778,n04118538
n04317175,n02835271,n07714571
n04525305,n03623198,n02106030
n02325366,n02066245,n04604644
n04238763,n03804744,n03485407
n04604644,n03764736,n01855672
n07720875,n03450230,n04335435
n02690373,n06785654,n04317175
n02454379,n02412080,n02408429
n03788195,n01855032,n01768244
n03063599,n02264363,n02105056
n03384352,n02978881,n04008634
n02087046,n02859443,n03344393
n04120489,n03075370,n04554684
n03992509,n04507155,n01797886
n03874599,n03196217,n03670208
n01644900,n02364673,n02979186
n03481172,n02093754,n04532670
n03908714,n03787032,n04286575
n02096585,n04251144,n01770081
n03134739,n03958227,n01797886
n07715103,n04200800,n04147183
n02782093,n03777754,n03297495
n03447447,n01737021,n07718472
n02093647,n03627232,n02493793
n02992529,n04404412,n04154565
n02097658,n02086646,n01632458
n02108551,n03944341,n02106030
n02123045,n04346328,n02093991
n07836838,n02169497,n07734744
n01644900,n03724870,n03271574
n01629819,n04209239,n01518878
n04392985,n04461696,n01776313
n01773157,n04398044,n02095889
n04366367,n03417042,n02133161
n01753488,n04367480,n03417042
n02361337,n02096051,n04141327
n04550184,n01818515,n11939491
n02361337,n02834397,n03841143
n02097130,n04371774,n02834397
n02109047,n02096177,n02825657
n03127747,n02808304,n03527444
n07760859,n02834397,n03417042
n02095889,n02666196,n02105056
n02497673,n03796401,n02128385
n02727426,n02835271,n03733805
n04201297,n04275548,n02364673
n03393912,n04589890,n01698640
n03777568,n03424325,n02342885
n03956157,n07248320,n02963159
n07734744,n01818515,n03954731
n01807496,n03028079,n01820546
n04612504,n04044716,n03297495
n04252077,n03958227,n01558993
n03658185,n01443537,n01537544
n02112706,n02091831,n02056570
n03196217,n07716906,n02457408
n04252077,n04120489,n04487081
n01735189,n02093859,n04069434
n04461696,n04590129,n03776460
n02102040,n02807133,n11879895
n02089078,n02105505,n03895866
n13044778,n03888605,n02033041
n02701002,n04149813,n02794156
n02948072,n03045698,n01558993
n03594734,n02802426,n02690373
n03782006,n03124043,n04009552
n07711569,n02018795,n09332890
n02988304,n03691459,n02099429
n01740131,n01981276,n04286575
n01582220,n03803284,n04505470
n02093428,n02077923,n03710193
n04554684,n04517823,n04204238
n11879895,n03467068,n02115913
n02123394,n02094433,n02690373
n02843684,n03394916,n03126707
n02346627,n01924916,n02791270
n01978455,n02879718,n02104029
n02115913,n02843684,n03347037
n02110806,n02108915,n03109150
n02027492,n04418357,n02086910
n03026506,n03196217,n01828970
n01675722,n02441942,n03146219
n02112350,n02090379,n02823428
n03216828,n03014705,n02114367
n03028079,n02526121,n02444819
n04376876,n03045698,n04127249
n02125311,n02356798,n02825657
n03125729,n04554684,n02012849
n02437616,n02101006,n03733805
n01534433,n03594945,n03393912
n03595614,n03840681,n02119789
n02837789,n02804610,n03344393
n03530642,n03837869,n02795169
n03840681,n07565083,n02110806
n01667778,n03240683,n02497673
n04040759,n04371774,n02123394
n03970156,n02085782,n02113799
n02727426,n04467665,n04487081
n04597913,n03666591,n07248320
n03961711,n03201208,n02092002
n02091134,n03724870,n07734744
n03483316,n03388043,n01734418
n02109961,n02085782,n01616318
n04127249,n01930112,n04049303
n04532106,n04371774,n04523525
n03983396,n03459775,n04443257
n02093256,n03763968,n02129165
n07753592,n01955084,n03452741
n04560804,n03110669,n02091467
n02093754,n03379051,n02264363
n03444034,n04428191,n04392985
n03791053,n03124043,n02102040
n02116738,n02102177,n03804744
n02033041,n03041632,n02443114
n01514859,n02123394,n03661043
n02692877,n02356798,n02112706
n02037110,n03459775,n01855672
n02808304,n02123597,n04258138
n04127249,n07875152,n02268443
n07734744,n02804414,n03297495
n02441942,n04447861,n02018795
n03065424,n04599235,n04476259
n02389026,n01518878,n04153751
n02988304,n01644900,n03733805
n12144580,n04485082,n03887697
n01694178,n03445924,n07753275
n02089867,n02226429,n02977058
n01818515,n04116512,n04604644
n02268443,n04409515,n01537544
n02102318,n01955084,n02093256
n02963159,n02169497,n02108915
n03627232,n04483307,n02086240
n02058221,n03874599,n02088094
n04251144,n01945685,n04553703
n02930766,n04310018,n03642806
n01685808,n02483708,n01983481
n03291819,n04023962,n02097209
n02088466,n02088364,n03095699
n03447721,n02233338,n03223299
n03160309,n07613480,n02415577
n07802026,n07768694,n03110669
n02090379,n04141076,n04049303
n09421951,n04099969,n03109150
n02105162,n03763968,n04125021
n02804610,n02108915,n03207941
n02879718,n02325366,n03014705
n02910353,n04099969,n04552348
n02097474,n02089867,n02445715
n02483708,n02403003,n04118776
n02091134,n04536866,n04417672
n03089624,n07697313,n02667093
n03207743,n03944341,n11879895
n07753275,n02137549,n04461696
n04254680,n02100583,n04487081
n03929855,n01729977,n04347754
n04476259,n04579145,n01943899
n03794056,n07745940,n02127052
n03595614,n13133613,n03602883
n03796401,n03496892,n04258138
n02112137,n02110063,n03032252
n04209239,n07695742,n02342885
n02992529,n01877812,n04153751
n02804414,n03837869,n09428293
n06794110,n03785016,n02104365
n02397096,n01669191,n02877765
n03109150,n01917289,n02112018
n04525038,n03724870,n03527444
n04264628,n03131574,n02113978
n04579432,n02504458,n02109961
n04041544,n01496331,n02105056
n04596742,n02109047,n03690938
n04447861,n03095699,n01641577
n02115913,n03788195,n04435653
n04542943,n04192698,n02276258
n03344393,n09421951,n03662601
n01860187,n04330267,n02096585
n03937543,n03814906,n02165105
n02017213,n09256479,n02988304
n04542943,n01695060,n02090622
n02606052,n02109525,n04069434
n02321529,n02259212,n02094258
n04612504,n02483708,n03877472
n02106550,n03089624,n03670208
n07880968,n02096177,n04604644
n02457408,n04118776,n13133613
n01806567,n01985128,n02894605
n03958227,n02981792,n02917067
n12620546,n04264628,n02814533
n02112018,n04116512,n03085013
n04579432,n02105505,n02492035
n12057211,n07871810,n02106030
n03803284,n01818515,n02114855
n03743016,n13040303,n04141327
n02655020,n02100236,n09288635
n04081281,n02130308,n02088094
n03527444,n04485082,n04033995
n02666196,n02206856,n03452741
n01632777,n03372029,n02883205
n03124043,n07711569,n09428293
n03344393,n09421951,n02326432
n02988304,n01644900,n07875152
n03642806,n03457902,n02966687
n03325584,n03255030,n03657121
n12985857,n02966193,n02087394
n04147183,n09421951,n02125311
n02106382,n03814906,n02113023
n02087394,n04192698,n02980441
n03697007,n02643566,n02110806
n01582220,n01622779,n02276258
n02391049,n01735189,n03457902
