anchor_cat,positive_cat,negative_cat
n03495258,n03874599,n03344393
n04525305,n07613480,n02097474
n03670208,n04317175,n02094114
n09256479,n10148035,n01537544
n02099712,n03535780,n03417042
n01877812,n04099969,n03838899
n01729322,n03590841,n03661043
n03000134,n02769748,n03447447
n02817516,n01740131,n04252225
n03494278,n07871810,n02093859
n02317335,n03220513,n04317175
n01496331,n04133789,n01843065
n02500267,n11939491,n03947888
n03017168,n02398521,n04252225
n01945685,n02487347,n03980874
n01531178,n04179913,n04579432
n04277352,n07590611,n02483708
n02096294,n02422699,n02892201
n02099712,n03146219,n03991062
n02094258,n02138441,n03871628
n02106166,n02607072,n03492542
n03976467,n03691459,n03661043
n02493793,n03218198,n03956157
n04039381,n03874599,n02120505
n02111129,n03929855,n02114548
n07695742,n02111889,n02974003
n03697007,n03792782,n07802026
n03494278,n02445715,n02233338
n02018207,n03908714,n03706229
n04111531,n04133789,n04592741
n03970156,n02493509,n04326547
n02011460,n04039381,n02229544
n02090721,n01734418,n04417672
n01537544,n04540053,n02794156
n01695060,n01818515,n04417672
n02119789,n01664065,n02951585
n02087394,n02437312,n04417672
n03617480,n02113624,n03930313
n03733805,n04404412,n02190166
n02486410,n03710637,n02666196
n02113799,n03763968,n02095570
n03124043,n03633091,n03637318
n03160309,n02977058,n02747177
n03250847,n04039381,n02966687
n03047690,n03179701,n03950228
n02259212,n13037406,n02092339
n04286575,n02790996,n02264363
n07717410,n01981276,n02087046
n02640242,n02497673,n01797886
n04350905,n01677366,n04008634
n03124170,n01807496,n02490219
n02971356,n03825788,n03450230
n03134739,n03445924,n04270147
n01776313,n03045698,n03661043
n04049303,n03372029,n02091831
n03916031,n04515003,n02980441
n04371430,n04399382,n04286575
n04141975,n07697313,n02870880
n04525038,n02096177,n02093991
n07875152,n04125021,n04371430
n03733131,n02099849,n02268443
n02494079,n02125311,n04179913
n02002724,n02108915,n04613696
n01843065,n04026417,n03000247
n03124170,n01807496,n02113978
n01631663,n01871265,n04317175
n02927161,n03476684,n04456115
n02169497,n01644900,n04505470
n03814639,n03394916,n04286575
n01630670,n02110185,n03187595
n03062245,n02488291,n02093256
n03724870,n02111889,n04141327
n02111889,n02526121,n04552348
n03481172,n03720891,n02950826
n02174001,n01695060,n02091635
n03314780,n01871265,n03223299
n02091635,n03255030,n03598930
n02445715,n02484975,n03602883
n02808440,n03874293,n02444819
n04152593,n07693725,n04507155
n02099712,n02113023,n03642806
n04133789,n04040759,n04277352
n01770081,n01677366,n04613696
n02277742,n02793495,n07930864
n12620546,n01753488,n09468604
n12620546,n01667114,n04366367
n04154565,n04612504,n03877472
n04026417,n03623198,n04591713
n01824575,n02769748,n02086240
n04277352,n03314780,n04201297
n01537544,n01494475,n01694178
n04311174,n02877765,n03670208
n02980441,n03529860,n02219486
n03781244,n03895866,n02279972
n02977058,n02988304,n02132136
n07693725,n04005630,n02106382
n03710637,n03770439,n02326432
n03461385,n02091831,n04067472
n01882714,n02480855,n15075141
n03733131,n02966193,n02096585
n02128385,n01914609,n02092002
n03814906,n04228054,n04604644
n02233338,n01770393,n02086240
n02094114,n02097658,n03445777
n02699494,n02321529,n04131690
n07714990,n03676483,n02091635
n04239074,n02909870,n02825657
n02447366,n03047690,n04141327
n02113712,n04417672,n03967562
n03843555,n04208210,n03729826
n03998194,n03602883,n02124075
n01677366,n04458633,n03297495
n03967562,n04371774,n03832673
n02095314,n02115913,n04074963
n02101556,n02328150,n06794110
n04557648,n03492542,n01484850
n03871628,n02834397,n02106030
n03742115,n02835271,n02113186
n01644900,n02835271,n11879895
n02667093,n02445715,n02105412
n02494079,n02112018,n04153751
n03866082,n04235860,n02825657
n03485407,n03594945,n03657121
n04326547,n02895154,n02088094
n04560804,n03110669,n03661043
n02108551,n02102318,n04239074
n04074963,n12620546,n03970156
n02787622,n02966193,n07802026
n02457408,n02708093,n01784675
n03843555,n02097658,n02092002
n01440764,n02346627,n03950228
n02870880,n06785654,n03146219
n01950731,n02113624,n01532829
n02112706,n02071294,n02687172
n01677366,n04458633,n02804610
n01484850,n02113186,n02641379
n01756291,n02092339,n02088094
n01692333,n02492035,n02094433
n01755581,n02108089,n04266014
n02281787,n02403003,n02747177
n03425413,n01735189,n02326432
n04153751,n04120489,n01968897
n07753113,n03623198,n04465501
n03223299,n02977058,n01531178
n02807133,n01687978,n03983396
n02403003,n02108551,n07930864
n01755581,n02509815,n03995372
n01985128,n02643566,n02444819
n01644373,n07248320,n12985857
n03447447,n03868863,n03903868
n07248320,n03710193,n07565083
n04328186,n07754684,n02097209
n02099849,n02090379,n04613696
n03642806,n02276258,n02027492
n03445924,n02317335,n04604644
n02391049,n04487394,n03444034
n01532829,n02281406,n02492660
n02095570,n09835506,n04366367
n04493381,n03777568,n04069434
n04209133,n01644373,n02749479
n01632777,n02487347,n04037443
n02859443,n03259280,n02840245
n03047690,n04501370,n01817953
n03903868,n03710193,n01797886
n02092339,n02395406,n03062245
n07583066,n03259280,n02113023
n01498041,n03920288,n02090622
n03777754,n04371774,n03527444
n01860187,n01883070,n03630383
n07615774,n02412080,n01860187
n03095699,n04442312,n03424325
n01580077,n03680355,n03134739
n03785016,n04517823,n15075141
n02408429,n01697457,n02783161
n02672831,n04532106,n02870880
n03633091,n01945685,n03733805
n02095314,n01644900,n07614500
n02095570,n07613480,n03594945
n01644373,n03803284,n04154565
n02480495,n03935335,n01537544
n02165456,n02346627,n03709823
n02086079,n03710637,n07714571
n03887697,n03843555,n12144580
n02100583,n02837789,n02980441
n02137549,n02395406,n04443257
n04532106,n04371774,n02814533
n03891251,n01601694,n01820546
n04259630,n04009552,n02326432
n07716906,n03124043,n02088094
n06794110,n07716906,n04136333
n01698640,n04133789,n02606052
n04259630,n03958227,n04613696
n02123159,n07614500,n01537544
n03017168,n03220513,n04429376
n02328150,n01873310,n03877845
n09246464,n03529860,n03532672
n07802026,n01728920,n02514041
n04548280,n03924679,n04435653
n01737021,n03908618,n02117135
n02097047,n02109047,n02317335
n02096051,n02113624,n02916936
n02974003,n02939185,n02120079
n03980874,n03133878,n04033995
n04037443,n02113023,n02791124
n07718747,n04251144,n02802426
n04589890,n01981276,n07930864
n04228054,n03721384,n04542943
n01930112,n01667114,n02037110
n02107312,n03759954,n02102480
n02981792,n04149813,n01558993
n03706229,n03259280,n02091244
n02100735,n04346328,n03991062
n04086273,n02115913,n04147183
n04372370,n04467665,n02098286
n03032252,n03240683,n02095314
n02007558,n04204347,n04443257
n03666591,n02096177,n04033901
n01614925,n02025239,n04120489
n02804610,n03220513,n04592741
n02006656,n03710721,n01770081
n09835506,n07614500,n03461385
n03400231,n02268443,n02101006
n03998194,n03710637,n01817953
n03769881,n04371774,n03485794
n03000134,n02077923,n03876231
n03938244,n04501370,n02096585
n02892767,n07720875,n04033901
n02640242,n02321529,n02895154
n07716358,n01697457,n02009229
n04540053,n03255030,n15075141
n04380533,n02101006,n02097298
n03792782,n02640242,n04033995
n03594945,n04540053,n02107574
n03404251,n03584829,n04429376
n03530642,n04192698,n03995372
n02071294,n01608432,n02113023
n02102480,n02110185,n02058221
n02860847,n03124170,n02977058
n04254680,n02356798,n02002556
n03617480,n01742172,n04008634
n09246464,n01855032,n03532672
n02804414,n02526121,n03956157
n03063599,n03394916,n02794156
n03075370,n01985128,n04239074
n03445924,n09256479,n01558993
n03133878,n03929855,n02837789
n03825788,n02006656,n01820546
n02097298,n01774750,n03903868
n04070727,n02094258,n02457408
n07871810,n03146219,n04487081
n01737021,n03141823,n02326432
n04259630,n02133161,n01773157
n07695742,n03724870,n04239074
n04310018,n03633091,n04277352
n02782093,n03874599,n01797886
n03047690,n07697537,n02229544
n01978287,n12768682,n01558993
n02087046,n02129165,n04579432
n09332890,n03095699,n02028035
n02483362,n02776631,n04606251
n03891332,n02071294,n02097209
n02233338,n03188531,n02088094
n04525305,n04081281,n04008634
n02396427,n01641577,n01930112
n04613696,n03089624,n03498962
n07754684,n04229816,n04118776
n01873310,n03290653,n01484850
n03220513,n01914609,n03776460
n03908714,n03633091,n03776460
n02869837,n01622779,n03344393
n03764736,n02930766,n02106030
n03623198,n03045698,n02114855
n01943899,n02093754,n02109047
n02927161,n02110958,n03662601
n03649909,n02111500,n01601694
n03854065,n03874599,n03838899
n03063689,n04026417,n15075141
n02114367,n07584110,n03662601
n01770393,n03888257,n04118776
n03935335,n02098413,n01558993
n02105855,n03633091,n01531178
n02085782,n03840681,n04004767
n03085013,n03530642,n03770679
n03062245,n03095699,n07718472
n02233338,n01824575,n02085936
n02843684,n01496331,n04069434
n03124043,n03633091,n11879895
n03584254,n03777754,n02091831
n02480495,n01694178,n02112706
n03530642,n03724870,n02840245
n01873310,n04579145,n04004767
n03207941,n01924916,n02096585
n02112350,n02051845,n01833805
n04118776,n02823428,n15075141
n07716358,n03908714,n03527444
n03457902,n02259212,n02093647
n04136333,n09193705,n01795545
n02091032,n02107142,n03903868
n02123394,n02091032,n02783161
n02788148,n03393912,n04069434
n03492542,n01496331,n02100735
n02415577,n01980166,n01820546
n02325366,n01677366,n04067472
n02105505,n02835271,n04590129
n01806143,n02930766,n03485794
n02877765,n02097658,n02009229
n04023962,n03347037,n03720891
n02992211,n02111889,n01630670
n03775071,n03259280,n02655020
n02236044,n02504013,n11879895
n03372029,n04065272,n02033041
n03938244,n04263257,n03478589
n02790996,n03314780,n02917067
n01798484,n01753488,n03992509
n04517823,n03899768,n03461385
n04435653,n04557648,n03967562
n02102177,n02105251,n04141327
n02111889,n03888605,n02012849
n02490219,n02106550,n01795545
n02102318,n02134418,n03895866
n02786058,n04536866,n01797886
n01855672,n03424325,n04418357
n03065424,n03000247,n02095889
n04525038,n04133789,n04141327
n09428293,n07711569,n02492035
n04209239,n03045698,n03976657
n03529860,n01694178,n02086240
n02113624,n01742172,n04344873
n04264628,n04118776,n02110806
n04350905,n02100877,n03887697
n03992509,n03028079,n02094258
n04355338,n07695742,n04069434
n03485794,n02804414,n03887697
n04041544,n03530642,n03776460
n02859443,n03127747,n02840245
n01689811,n01440764,n01980166
n04147183,n03032252,n02791124
n04254680,n04376876,n04557648
n03891332,n04462240,n02091635
n02321529,n02403003,n07930864
n07711569,n02321529,n15075141
n02102480,n01883070,n03706229
n03467068,n07920052,n03617480
n02112137,n03314780,n03535780
n01514859,n01742172,n02093647
n02088238,n02108915,n12144580
n01776313,n02092002,n07930864
n03584829,n03188531,n02917067
n03637318,n04505470,n03770439
n03445777,n07860988,n02447366
n04487081,n02007558,n02112706
n07720875,n07753113,n02093647
n02264363,n01687978,n04131690
n04069434,n01518878,n02396427
n03134739,n03445924,n01833805
n07584110,n01737021,n02137549
n02009912,n02397096,n04542943
n02749479,n02841315,n04049303
n03786901,n02834397,n02105056
n02514041,n03929660,n02840245
n01669191,n07768694,n03457902
n07892512,n01630670,n01484850
n07565083,n03188531,n02606052
n02097130,n02769748,n02950826
n03706229,n02971356,n02087394
n04192698,n07583066,n03445777
n03126707,n07714990,n02492660
n03930313,n03602883,n02167151
n03786901,n02834397,n02092339
n02110185,n02096177,n04259630
n01824575,n04133789,n03018349
n03876231,n03450230,n03662601
n01983481,n03803284,n04557648
n01632458,n02102318,n04347754
n02992211,n10565667,n02814533
n02786058,n07875152,n02027492
n04552348,n01776313,n02025239
n02536864,n04228054,n03657121
n02101556,n04461696,n02939185
n04456115,n02096585,n07717410
n02655020,n09428293,n04435653
n01704323,n01774384,n04442312
n03929660,n03467068,n03956157
n01697457,n03874599,n04239074
n01978455,n01806567,n03733805
n04009552,n04346328,n01558993
n02802426,n04347754,n02096585
n03207743,n03042490,n04429376
n02794156,n02091244,n07684084
n02666196,n02033041,n02454379
n07753275,n01531178,n03733805
n02442845,n04285008,n04111531
n04192698,n01980166,n04548280
n03759954,n02280649,n03983396
n02107574,n02002556,n02799071
n02804414,n13040303,n03063689
n07711569,n07860988,n01616318
n11939491,n03188531,n02056570
n02437312,n02100583,n02699494
n02487347,n02776631,n01797886
n06596364,n02123159,n02346627
n02643566,n03929855,n07714571
n03476684,n01945685,n02091635
n03786901,n02951358,n02110806
n04372370,n01945685,n04118776
n02107142,n04254777,n04147183
n02981792,n07730033,n01558993
n04418357,n02988304,n03249569
n01843383,n04399382,n02486261
n07930864,n03794056,n03452741
n03041632,n02536864,n04366367
n04487394,n06359193,n04154565
n01665541,n02113624,n03532672
n02007558,n02090721,n02219486
n04606251,n02219486,n02167151
n02951585,n02264363,n04239074
n04597913,n03180011,n02009229
n03944341,n01910747,n02018207
n03538406,n02782093,n07717410
n04259630,n01667114,n04417672
n04532106,n02500267,n02814533
n02013706,n03954731,n09428293
n02391049,n01735189,n04347754
n02132136,n03840681,n03877845
n04550184,n02102973,n04008634
n09468604,n03710193,n03482405
n03250847,n07760859,n01817953
n02445715,n02484975,n15075141
n04591157,n02500267,n03250847
n02087046,n02804610,n03777568
n03032252,n02102480,n04376876
n02909870,n02422699,n02692877
n02667093,n04501370,n02906734
n01806143,n02108551,n07718472
n04482393,n03424325,n03527444
n02437312,n04131690,n03717622
n04275548,n04201297,n02807133
n03764736,n02403003,n02137549
n03983396,n02093428,n03297495
n01491361,n04517823,n01820546
n03534580,n04553703,n01806143
n03180011,n04228054,n02091831
n04332243,n03908618,n04552348
n09332890,n07684084,n01632458
n04462240,n01729977,n03271574
n01592084,n04532106,n02095570
n02640242,n07614500,n02027492
n03208938,n02395406,n07248320
n02087394,n02939185,n02097474
n02699494,n04033995,n02111277
n01734418,n04133789,n02190166
n02791124,n04328186,n02229544
n13037406,n04044716,n02823750
n02123394,n03594734,n03095699
n04146614,n02536864,n01986214
n04311174,n01704323,n04376876
n02708093,n02951585,n02795169
n02492035,n03868863,n02094433
n02108000,n03394916,n03623198
n06874185,n02321529,n02814533
n03825788,n04357314,n09421951
n02817516,n02111889,n02085620
n01518878,n02110185,n07714571
n01981276,n07753592,n04486054
n07836838,n04525038,n03729826
n02098413,n02111500,n04041544
n02109961,n04162706,n04204347
n02480495,n03124170,n04417672
n02279972,n02395406,n04355933
n02892767,n02441942,n03344393
n03710193,n01494475,n04270147
n03929660,n02011460,n01537544
n04456115,n04336792,n04258138
n01729977,n04376876,n07717410
n09472597,n07753113,n03642806
n01784675,n01914609,n04552348
n02088364,n02101388,n03160309
n02807133,n02492660,n03770679
n03935335,n04501370,n02033041
n04479046,n03633091,n04344873
n04366367,n02704792,n02089078
n02727426,n01729322,n02676566
n01983481,n04200800,n03781244
n03724870,n01669191,n03877472
n03026506,n03874599,n01855672
n03492542,n03982430,n01631663
n03793489,n02206856,n02280649
n01697457,n04039381,n02056570
n03956157,n04049303,n02483362
n07718472,n03594945,n01755581
n01689811,n01729977,n04613696
n02445715,n02105505,n06874185
n01797886,n02727426,n03733805
n01751748,n01688243,n01806143
n04536866,n03594734,n02117135
n03770679,n02127052,n02423022
n03187595,n03394916,n04204238
n01917289,n03954731,n02326432
n07583066,n13037406,n02097474
n03481172,n03710721,n01796340
n02412080,n02110185,n04209239
n02106550,n03089624,n04435653
n01944390,n03042490,n01558993
n01806567,n02487347,n03733805
n02190166,n01847000,n03995372
n04542943,n04086273,n03903868
n03759954,n04409515,n02256656
n02233338,n02607072,n02494079
n01693334,n02108915,n02229544
n03929855,n02129604,n07802026
n01753488,n02108551,n02097474
n02992211,n02099849,n06794110
n03958227,n01740131,n01582220
n02486261,n02085620,n04371430
n02099601,n03131574,n03201208
n04366367,n04604644,n02095570
n03976467,n03394916,n03832673
n03888257,n02177972,n04147183
n07718472,n11939491,n04347754
n07583066,n03124043,n04552348
n03457902,n07590611,n03775071
n01558993,n01843065,n02115913
n02319095,n09256479,n02971356
n02346627,n03384352,n03662601
n02028035,n02086079,n02326432
n02363005,n01873310,n04366367
n02071294,n03908714,n03388549
n02110185,n01773797,n02444819
n02988304,n04553703,n02113712
n04243546,n02099849,n03016953
n03983396,n02606052,n02236044
n07831146,n04131690,n01531178
n02488291,n02395406,n02276258
n04009552,n01981276,n04456115
n03379051,n01518878,n01667778
n02107683,n02804414,n02226429
n02841315,n03482405,n02013706
n04146614,n03908618,n01798484
n02791270,n06596364,n04154565
n09256479,n03095699,n03041632
n04277352,n02346627,n02980441
n02071294,n04228054,n03216828
n03445924,n03676483,n01558993
n13040303,n02988304,n02097474
n01704323,n01983481,n03873416
n03868863,n02106662,n07684084
n03792782,n07614500,n04435653
n02115641,n03958227,n04239074
n04458633,n01667114,n01770393
n03483316,n04423845,n02676566
n03124043,n01806567,n02799071
n03935335,n07920052,n04613696
n02097047,n01990800,n02091635
n03223299,n03457902,n03895866
n04515003,n03272010,n03733805
n04596742,n04179913,n04251144
n02077923,n02769748,n03720891
n02396427,n02101556,n03216828
n03709823,n02484975,n01796340
n02074367,n04200800,n01818515
n03877472,n04389033,n04515003
n03417042,n13037406,n02096585
n03255030,n02536864,n03776460
n02018207,n03594734,n03424325
n04357314,n02099267,n09421951
n03478589,n07831146,n01797886
n01774384,n01945685,n02342885
n03207941,n02676566,n02099267
n03794056,n01665541,n03877472
n01770081,n02089078,n04004767
n02112706,n02106166,n04487394
n04136333,n03355925,n03598930
n04590129,n04040759,n02012849
n02814533,n02692877,n02869837
n04252225,n02966193,n02093991
n02667093,n03584829,n04505470
n02500267,n02410509,n09421951
n02493793,n02892767,n02113978
n02013706,n02497673,n02894605
n02490219,n02106662,n02486261
n03791053,n02484975,n03947888
n02231487,n03089624,n02483362
n03956157,n03908618,n01770081
n02825657,n04482393,n03717622
n03218198,n02112018,n03447447
n04476259,n03443371,n04591713
n01873310,n03724870,n02219486
n03673027,n01914609,n02095570
n02086910,n02422106,n03584829
n03016953,n04099969,n03452741
n01983481,n03594734,n02090622
n03666591,n02097658,n03272562
n03680355,n01872401,n02174001
n04505470,n03637318,n01518878
n04111531,n04398044,n02687172
n03016953,n04310018,n02963159
n03314780,n02837789,n02105855
n13133613,n02422699,n03983396
n01833805,n03017168,n03461385
n07920052,n03384352,n02002556
n03876231,n03633091,n02281406
n02097474,n03930313,n02280649
n02114712,n01773549,n04266014
n02870880,n02096177,n03483316
n01514668,n04553703,n03425413
n03445924,n02233338,n03814639
n03769881,n02093754,n04209133
n02364673,n03724870,n04201297
n04380533,n03982430,n02097130
n04326547,n02111889,n01630670
n04090263,n02835271,n02389026
n01930112,n03476684,n04604644
n03590841,n04347754,n07718472
n02422106,n03888605,n02114712
n03843555,n04356056,n04004767
n04536866,n04141076,n04239074
n04507155,n01693334,n01798484
n02281406,n02105641,n03590841
n02895154,n02134084,n04548280
n04367480,n01704323,n02027492
n02091467,n03633091,n01484850
n02124075,n04462240,n04517823
n03673027,n03384352,n04456115
n03179701,n01518878,n02492660
n02488291,n02113624,n02033041
n01796340,n01775062,n09835506
n02096294,n03814639,n03637318
n04456115,n02096585,n01860187
n02090379,n02607072,n04548280
n02892767,n03710721,n02093991
n04081281,n03384352,n03657121
n02094433,n03743016,n04141327
n04589890,n07583066,n02088094
n01980166,n02089078,n02391049
n09468604,n01855032,n04069434
n03532672,n02804610,n02951585
n03065424,n04252225,n04429376
n03706229,n03220513,n02018207
n02097047,n02445715,n04344873
n03895866,n03089624,n02107574
n01753488,n03188531,n07930864
n02102973,n02233338,n03662601
n03424325,n01740131,n01806143
n02087394,n02129604,n04417672
n02168699,n01729977,n02099267
n04540053,n03255030,n02676566
n03884397,n04154565,n02268443
n04254680,n02799071,n02699494
n06874185,n04209239,n02129165
n03868863,n02437312,n07684084
n02497673,n02101006,n02814860
n03992509,n01943899,n04116512
n02125311,n01644900,n03661043
n03792972,n03791053,n02113712
n09399592,n03089624,n02093991
n04442312,n03637318,n02033041
n02655020,n09428293,n03187595
n12620546,n04149813,n06794110
n02437616,n03125729,n04604644
n07749582,n01491361,n04487081
n02033041,n03255030,n03444034
n03344393,n03485794,n03662601
n03691459,n12998815,n02906734
n04209133,n03026506,n02676566
n03706229,n03895866,n04090263
n07892512,n02795169,n03447447
n03794056,n07734744,n03063689
n07836838,n02077923,n04069434
n03995372,n02500267,n04004767
n04442312,n03272562,n02105641
n02977058,n02112018,n02097298
n01820546,n02807133,n03041632
n02256656,n04125021,n02493509
n04409515,n07730033,n02089078
n04465501,n03424325,n02236044
n02777292,n01744401,n04065272
n02488702,n03710637,n04493381
n02168699,n13044778,n01820546
n03717622,n04238763,n02097209
n03017168,n03982430,n03720891
n02105505,n03803284,n04136333
n03876231,n01669191,n03297495
n02443114,n04501370,n02033041
n02807133,n02488702,n02119789
n02317335,n03837869,n04429376
n01855032,n03691459,n02229544
n06794110,n02113624,n02825657
n02086646,n02536864,n02676566
n01739381,n02094258,n02104365
n02058221,n03535780,n04153751
n01784675,n01945685,n02489166
n07734744,n03691459,n02825657
n02892767,n01955084,n01770081
n01608432,n02085782,n04418357
n07714571,n02999410,n02667093
n02325366,n04228054,n04604644
n04201297,n03781244,n02165456
n07768694,n01753488,n04552348
n01735189,n01685808,n02114367
n02837789,n04026417,n11879895
n02177972,n04485082,n02091467
n03794056,n01664065,n03197337
n02797295,n02090721,n02002556
n04039381,n02090721,n03895866
n02883205,n02095570,n02802426
n04081281,n03100240,n07802026
n07802026,n02417914,n03481172
n01667114,n03124170,n03983396
n03127747,n04141076,n02229544
n07871810,n02172182,n02117135
n03394916,n01494475,n02783161
n04239074,n01774750,n04398044
n02096585,n04310018,n04069434
n04328186,n04399382,n04136333
n04505470,n02415577,n03014705
n01797886,n03133878,n02105162
n03063599,n01873310,n02120079
n04542943,n01914609,n01986214
n02356798,n02102973,n01795545
n07742313,n03124043,n02119789
n02672831,n02500267,n02483362
n02090622,n07873807,n04252225
n04532670,n03954731,n02033041
n04033901,n03673027,n04604644
n02113712,n01443537,n02749479
n03788195,n02782093,n09332890
n09468604,n03028079,n04370456
n04065272,n01914609,n07717410
n01985128,n02088466,n02113023
n03220513,n03837869,n02795169
n04153751,n02643566,n02106030
n01580077,n02134418,n02099712
n01806567,n01914609,n02917067
n02795169,n07892512,n01440764
n02002556,n02939185,n02110341
n01631663,n02093754,n03032252
n03733281,n07718472,n02085620
n07860988,n02445715,n03786901
n03476991,n04399382,n02091635
n02123597,n04131690,n02999410
n02088238,n03649909,n03642806
n02277742,n02101388,n03916031
n04456115,n02860847,n03938244
n03045698,n02510455,n04147183
n01855032,n02125311,n09332890
n03062245,n02177972,n04049303
n04204347,n01665541,n02480855
n01798484,n02776631,n03637318
n02423022,n04149813,n02917067
n01806567,n01950731,n01855672
n04258138,n03384352,n01773549
n02128385,n01737021,n02092002
n03958227,n04023962,n02092339
n03347037,n01873310,n09468604
n02441942,n02412080,n02088466
n02500267,n11939491,n04118776
n02906734,n01687978,n03584829
n07718472,n02493509,n04347754
n07754684,n01729977,n02268853
n04228054,n03445924,n04604644
n01914609,n03673027,n02097474
n04243546,n02277742,n03457902
n02281406,n01910747,n04356056
n02981792,n01855032,n02090622
n03249569,n02017213,n02087046
n03109150,n03095699,n01532829
n03958227,n02321529,n04332243
n07880968,n07579787,n02105162
n02786058,n02093754,n03792972
n02107142,n03868242,n04505470
n01558993,n04069434,n07730033
n02107574,n04133789,n04592741
n09288635,n02256656,n01978455
n04033995,n01728572,n09472597
n02099712,n02091244,n01943899
n02708093,n02085936,n01943899
n04039381,n03127747,n02814533
n02231487,n02107683,n04344873
n03786901,n03775546,n01981276
n02231487,n03000134,n03775071
n04041544,n02802426,n02640242
n04070727,n03255030,n07720875
n04252077,n01729977,n02823428
n02346627,n03803284,n02119789
n04532670,n01692333,n02033041
n01883070,n02483362,n02229544
n04141327,n02808304,n02094433
n02129604,n02988304,n04065272
n07248320,n02110958,n04366367
n03785016,n03125729,n03720891
n04332243,n04613696,n04023962
n02447366,n03868242,n04509417
n03450230,n02782093,n03532672
n03452741,n03595614,n02013706
n03290653,n07768694,n03187595
n02085620,n02087046,n04522168
n04254120,n01775062,n07930864
n02666196,n03804744,n03764736
n02110627,n01677366,n03947888
n04423845,n13052670,n07717410
n02971356,n03042490,n02493793
n03494278,n04557648,n04604644
n03075370,n02804414,n02018207
n04099969,n02939185,n04592741
n02111277,n03459775,n02870880
n02443484,n01955084,n04428191
n03742115,n01910747,n02110063
n03873416,n07754684,n02113624
n04116512,n01729977,n01843383
n02106550,n02114712,n04435653
n02422699,n02769748,n03133878
n03785016,n04371430,n03670208
n02113978,n04376876,n04243546
n03599486,n04228054,n07892512
n02793495,n07693725,n02114367
n02086240,n02088364,n03991062
n02111500,n02892767,n02747177
n02607072,n03908618,n02106382
n03017168,n03126707,n02105056
n02133161,n04482393,n02013706
n04235860,n02321529,n04118776
n03658185,n09256479,n03180011
n02398521,n02834397,n02676566
n03187595,n07768694,n02825657
n02102177,n03124170,n03584829
n02091467,n02268853,n07802026
n09472597,n03866082,n07684084
n02128385,n01694178,n02963159
n07749582,n03691459,n03661043
n03877845,n02871525,n03207941
n02088238,n02111129,n01773797
n01675722,n04228054,n02105412
n06785654,n01914609,n01531178
n03443371,n02025239,n01692333
n04428191,n02950826,n02088466
n04482393,n04296562,n01484850
n02112350,n02487347,n03216828
n03492542,n04557648,n04286575
n04548362,n09256479,n02883205
n03970156,n04536866,n03000684
n02493793,n02457408,n04266014
n03787032,n02877765,n04344873
n02236044,n02643566,n09468604
n02776631,n02509815,n04532106
n02169497,n01695060,n02895154
n02077923,n02259212,n04153751
n01756291,n03874599,n02097474
n02106166,n02123159,n03710193
n09246464,n03529860,n04435653
n03929660,n03384352,n02097474
n03584829,n02835271,n02106382
n07730033,n02879718,n02747177
n12267677,n01914609,n04277352
n03929855,n01687978,n02102040
n03394916,n02113624,n02859443
n01872401,n01930112,n02795169
n02817516,n03929855,n04111531
n03538406,n09256479,n01817953
n03450230,n02442845,n02013706
n02492035,n02837789,n01518878
n13037406,n09256479,n04592741
n04099969,n02939185,n03877845
n02096294,n04192698,n02396427
n02219486,n04208210,n01797886
n03047690,n03710637,n02814533
n04482393,n01873310,n02013706
n02281787,n02321529,n01484850
n02114548,n03016953,n03344393
n07754684,n03125729,n07892512
n02114712,n07745940,n02480495
n01751748,n02108000,n04592741
n03534580,n02939185,n04599235
n03065424,n01751748,n02841315
n02791124,n01695060,n02480855
n02281787,n02321529,n02963159
n04335435,n03337140,n02229544
n02906734,n03970156,n03584829
n03425413,n03529860,n04435653
n03404251,n02837789,n03485794
n01694178,n01735189,n02814860
n03666591,n02123597,n02190166
n09229709,n02966193,n04579145
n04192698,n02877765,n03180011
n02109047,n02096051,n02120079
n02667093,n04501370,n03530642
n07753592,n02105412,n03661043
n02099849,n02091032,n01768244
n02105505,n03785016,n04286575
n03404251,n03146219,n04118776
n02110341,n01873310,n03393912
n04542943,n01695060,n03109150
n02687172,n02730930,n03935335
n02865351,n03599486,n02391049
n04599235,n03249569,n03666591
n04229816,n02105412,n03661043
n04332243,n04040759,n02113799
n02999410,n01751748,n03938244
n04152593,n07734744,n02088466
n04146614,n03908618,n04049303
n07768694,n03692522,n02086240
n02110627,n04579145,n02117135
n03770679,n07730033,n04154565
n04482393,n07590611,n04418357
n03935335,n02526121,n03032252
n07930864,n04505470,n04067472
n01795545,n02787622,n07715103
n03457902,n03016953,n02113023
n02895154,n03868863,n02088632
n03720891,n03776460,n02137549
n03032252,n03272562,n03476991
n02120079,n02692877,n04239074
n09193705,n04099969,n01537544
n04044716,n02086079,n02099267
n03871628,n04179913,n02028035
n04326547,n01984695,n01601694
n01871265,n02804610,n01601694
n02091134,n04044716,n04429376
n02807133,n03814639,n04037443
n02395406,n03977966,n02814533
n02389026,n03124170,n03063599
n03920288,n02607072,n04380533
n09193705,n07754684,n02009229
n03476991,n04501370,n01537544
n03496892,n12998815,n02097474
n03958227,n01498041,n02018207
n02137549,n04350905,n04008634
n02412080,n02268443,n03814639
n03527444,n02877765,n02095570
n04326547,n03710193,n01630670
n04404412,n04344873,n02280649
n03089624,n07742313,n02113186
n02093991,n07873807,n04136333
